First Name,Last Name,Cmp,Att,Yds,1D,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss,Scrm,Yds/Scr,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Rate,Yds,Sk%,NY/A,ANY/A,RAtt,RYds,RLng,RY/A,Fmb,1D,YBC,YBC/Att,YAC,YAC/Att,
Geno,Smith,25.8,37.4,278.1,13.7,267.2,7.1,145.8,5.7,3.9,132.3,5.1,1.8,0.05,3.6,9.9,3.2,8.8,2.5,3.3,9,0.212,1.8,12,1.1,2.9,1.1,2.9,71,7.4,6.7,10.8,88.1,20.7,7.88,6.34,5.66,4,22.2,34,5.6,0.5,1.4,20.5,5.1,17,0.4,
